jg_rod,CHAVE_1,CHAVE_2,arbitro_principal,arbitro_principal_quadro_fifa,aux1_quadro_fifa,aux2_quadro_fifa,auxiliares,cidade,clubem,clubev,estado_m,estado_v,clássico,data,estadio,hora,id_clubem,id_clubev,id_periodo,ingresso,ingresso_vendido,observacoes,pagante,placarm_tn,placarv_tn,quarto_arbitro,quarto_arbitro_quadro_fifa,renda_bruta,renda_liq,renda_liq_sort,valor_renda_liq,ano,rodada,vitoria_m,empate_m,derrota_m,vitoria_v,empate_v,derrota_v,mandante_posicao_final_rodada,Visitante_posicao_final_rodada,CHAVE_1A,CHAVE_2B,mandante_posicao_inicio_rodada,Visitante_posicao_inicio_rodada,man_gf_ini_rod,vis_gf_ini_rod,man_gt_ini_rod,vis_gt_ini_rod,man_saldo_ini_rod,vis_saldo_ini_rod,man_mean_gf_ini_r,vis_mean_gf_ini_r,man_mean_gt_ini_r,vis_mean_gt_ini_r,man_mean_saldo_ini_r,vis_mean_saldo_ini_r,gs_partida,jg_fds,resultado_time_mandante,fator_resultado
7,201626Vitória-BA,201626Botafogo-RJ,Rodrigo D'Alonso Ferreira-SC,N,N,N,Henrique Neu Ribeiro-SC_e_Johnny Barros Oliveira-SC,Salvador,Vitória-BA,Botafogo-RJ,BA,RJ,0,18/09,Manoel Barradas (Barradão),18h30,40,6,5,10687,92.6,,9900,0,1,Nielson Nogueira Dias-PE,N,128299,49553.38,49553.38,49553.38,2016,26,0,0,1,1,0,0,17,8,201625Vitória-BA,201625Botafogo-RJ,17,11,32,32,37,32,-5,0,1.28,1.28,1.48,1.28,-0.2,0,1,1,derrota,-1
8,201626Santos-SP,201626Santa Cruz-PE,Francisco Carlos Nascimento-AL,N,N,N,Pedro Jorge Santos de Araújo-AL_e_Rondinelle dos Santos Tavares-AL,São Paulo,Santos-SP,Santa Cruz-PE,SP,PE,0,18/09,Pacaembu,18h30,17,55,5,25332,97.1,,24586,3,2,Emerson de Almeida Ferreira-MG,N,884560,408274.04,408274.04,408274.04,2016,26,1,0,0,0,0,1,2,19,201625Santos-SP,201625Santa Cruz-PE,2,19,40,28,23,38,17,-10,1.6,1.12,0.92,1.52,0.68,-0.4,5,1,Vitoria,1
9,201626América Mineiro-MG,201626Internacional-RS,Rafael Traci-PR,N,N,N,Ivan Carlos Bohn-PR_e_Luiz H. Souza Santos Renesto-PR,Belo Horizonte,América Mineiro-MG,Internacional-RS,MG,RS,0,19/09,Independência,20h00,22,13,5,2512,39.5,,991,1,0,Felipe Varejão-ES,N,17600,-55831.03,-55831.03,-55831.03,2016,26,1,0,0,0,0,1,20,16,201625América Mineiro-MG,201625Internacional-RS,20,15,17,26,40,30,-23,-4,0.68,1.04,1.6,1.2,-0.92,-0.16,1,0,Vitoria,1
0,201627Palmeiras-SP,201627Coritiba-PR,Caio Max Augusto Vieira-RN,N,N,N,Flávio Gomes Barroca-RN_e_Vinícius Melo de Lima-RN,São Paulo,Palmeiras-SP,Coritiba-PR,SP,PR,0,24/09,Allianz Parque,16h00,1,7,5,30962,100,,30962,2,1,Antônio Rogério Batista do Prado-SP,N,2202282.76,1650068.24,1650068.24,1650068.24,2016,27,1,0,0,0,0,1,1,12,201626Palmeiras-SP,201626Coritiba-PR,1,12,45,31,24,31,21,0,1.7307692308,1.1923076923,0.9230769231,1.1923076923,0.8076923077,0,3,1,Vitoria,1
1,201627Sport-PE,201627Santos-SP,Elmo Alves Resende Cunha-GO,N,S,N,Fabrício Vilarinho da Silva-GO_e_Leone Carvalho-GO,Recife,Sport-PE,Santos-SP,PE,SP,0,24/09,Ilha do Retiro,18h30,19,17,5,6929,100,,6929,1,0,Déborah Cecília-PE,N,129495,65641.05,65641.05,65641.05,2016,27,1,0,0,0,0,1,13,3,201626Sport-PE,201626Santos-SP,14,2,36,43,41,25,-5,18,1.3846153846,1.6538461538,1.5769230769,0.9615384615,-0.1923076923,0.6923076923,1,1,Vitoria,1
2,201627América Mineiro-MG,201627Botafogo-RJ,Luiz Flávio de Oliveira-SP,S,S,N,Emerson Augusto de Carvalho-SP_e_Miguel Cataneo Ribeiro da Costa-SP,Belo Horizonte,América Mineiro-MG,Botafogo-RJ,MG,RJ,0,24/09,Independência,21h00,22,6,5,2554,44.7,,1141,1,0,Emerson de Almeida Ferreira-MG,N,31230,-45649.71,-45649.71,-45649.71,2016,27,1,0,0,0,0,1,20,9,201626América Mineiro-MG,201626Botafogo-RJ,20,8,18,33,40,32,-22,1,0.6923076923,1.2692307692,1.5384615385,1.2307692308,-0.8461538462,0.0384615385,1,1,Vitoria,1
3,201627Atlético Paranaense-PR,201627Ponte Preta-SP,Nielson Nogueira Dias-PE,N,N,N,Marcelino Castro-PE_e_Bruno Chaves-PE,Curitiba,Atlético Paranaense-PR,Ponte Preta-SP,PR,SP,0,25/09,Arena da Baixada,11h00,25,15,5,11527,100,,11527,3,0,Paulo Roberto Alves Jr.-PR,N,175410,-39650.05,-39650.05,-39650.05,2016,27,1,0,0,0,0,1,7,11,201626Atlético Paranaense-PR,201626Ponte Preta-SP,6,10,24,36,23,38,1,-2,0.9230769231,1.3846153846,0.8846153846,1.4615384615,0.0384615385,-0.0769230769,3,1,Vitoria,1
4,201627Figueirense-SC,201627Santa Cruz-PE,Paulo Henrique Schleich Vollkoph-MS,N,S,N,Eduardo Gonçalves da Cruz-MS_e_Cícero Alessandro de Souza-MS,Florianópolis,Figueirense-SC,Santa Cruz-PE,SC,PE,0,25/09,Orlando Scarpelli,11h00,9,55,5,6860,100,,6860,3,1,Willian Machado Steffens-SC,N,80815,25775.93,25775.93,25775.93,2016,27,1,0,0,0,0,1,18,19,201626Figueirense-SC,201626Santa Cruz-PE,18,19,24,30,34,41,-10,-11,0.9230769231,1.1538461538,1.3076923077,1.5769230769,-0.3846153846,-0.4230769231,4,1,Vitoria,1
5,201627Vitória-BA,201627São Paulo-SP,Francisco Carlos Nascimento-AL,N,N,N,Esdras Mariano de Lima-AL_e_Pedro Jorge Santos de Araújo-AL,Salvador,Vitória-BA,São Paulo-SP,BA,SP,0,25/09,Manoel Barradas (Barradão),16h00,40,18,5,12303,89.2,,10980,2,0,Marielson Alves Silva-BA,N,189452,91299.35,91299.35,91299.35,2016,27,1,0,0,0,0,1,15,10,201626Vitória-BA,201626São Paulo-SP,17,9,32,27,38,26,-6,1,1.2307692308,1.0384615385,1.4615384615,1,-0.2307692308,0.0384615385,2,1,Vitoria,1
6,201627Flamengo-RJ,201627Cruzeiro-MG,Leandro Pedro Vuaden-RS,S,N,N,Jorge Eduardo Bernardi-RS_e_Lúcio Beiersdorf Flor-RS,Cariacica,Flamengo-RJ,Cruzeiro-MG,RJ,MG,0,25/09,Kléber Andrade,16h00,10,8,5,13780,100,,13780,2,1,Dyorgines Padovani-ES,N,1119500,425000,425000,425000,2016,27,1,0,0,0,0,1,2,16,201626Flamengo-RJ,201626Cruzeiro-MG,2,15,35,33,25,39,10,-6,1.3461538462,1.2692307692,0.9615384615,1.5,0.3846153846,-0.2307692308,3,1,Vitoria,1
7,201627Corinthians-SP,201627Fluminense-RJ,Anderson Daronco-RS,S,N,N,Rafael da Silva Alves-RS_e_Elio Nepomuceno de Andrade Júnior-RS,São Paulo,Corinthians-SP,Fluminense-RJ,SP,RJ,0,25/09,Arena Corinthians,16h00,2,11,5,18838,100,,18838,0,1,Flávio Rodrigues de Souza-SP,N,914004.5,389141.58,389141.58,389141.58,2016,27,0,0,1,1,0,0,5,5,201626Corinthians-SP,201626Fluminense-RJ,5,6,35,31,26,27,9,4,1.3461538462,1.1923076923,1,1.0384615385,0.3461538462,0.1538461538,1,1,derrota,-1
8,201627Grêmio-RS,201627Chapecoense-SC,Dewson Fernando Freitas da Silva-PA,S,N,N,Márcio Gleidson Correia Dias-PA_e_Hélcio Araújo Neves-PA,Porto Alegre,Grêmio-RS,Chapecoense-SC,RS,SC,0,25/09,Arena do Grêmio,16h00,12,44,5,11152,100,,11152,1,0,Francisco de Paula dos Santos Silva Neto-RS,N,319897,228836.68,228836.68,228836.68,2016,27,1,0,0,0,0,1,8,13,201626Grêmio-RS,201626Chapecoense-SC,11,12,32,38,32,42,0,-4,1.2307692308,1.4615384615,1.2307692308,1.6153846154,0,-0.1538461538,1,1,Vitoria,1
9,201627Atlético Mineiro-MG,201627Internacional-RS,Péricles Bassols Pegado Cortez-PE,S,N,N,Clóvis Amaral da Silva-PE_e_Cléberson Nascimento-PE,Belo Horizonte,Atlético Mineiro-MG,Internacional-RS,MG,RS,0,25/09,Independência,18h30,4,13,5,19448,99.3,,19311,3,1,Renato Cardoso Conceição-MG,N,454475,-86616.27,-86616.27,-86616.27,2016,27,1,0,0,0,0,1,4,17,201626Atlético Mineiro-MG,201626Internacional-RS,4,16,41,26,35,31,6,-5,1.5769230769,1,1.3461538462,1.1923076923,0.2307692308,-0.1923076923,4,1,Vitoria,1
0,201628Fluminense-RJ,201628Sport-PE,Leandro Pedro Vuaden-RS,S,N,N,Jorge Eduardo Bernardi-RS_e_Lúcio Beiersdorf Flor-RS,Mesquita,Fluminense-RJ,Sport-PE,RJ,PE,0,01/10,Giulite Coutinho,11h00,11,19,5,8595,90.8,,7801,3,1,João Batista de Arruda-RJ,N,243815,77308.25,77308.25,77308.25,2016,28,1,0,0,0,0,1,5,14,201627Fluminense-RJ,201627Sport-PE,5,13,32,37,27,41,5,-4,1.1851851852,1.3703703704,1,1.5185185185,0.1851851852,-0.1481481481,4,1,Vitoria,1
1,201628São Paulo-SP,201628Flamengo-RJ,Sandro Meira Ricci-SC,S,S,N,Nadine Schramm Camara Bastos-SC_e_Helton Nunes-SC,São Paulo,São Paulo-SP,Flamengo-RJ,SP,RJ,0,01/10,Morumbi,16h00,18,10,5,34578,86.2,,29813,0,0,Marcelo Aparecido Ribeiro de Souza-SP,N,808393,504700.61,504700.61,504700.61,2016,28,0,1,0,0,1,0,12,2,201627São Paulo-SP,201627Flamengo-RJ,10,2,27,37,28,26,-1,11,1,1.3703703704,1.037037037,0.962962963,-0.037037037,0.4074074074,0,1,empate,0
2,201628Santos-SP,201628Atlético Paranaense-PR,Péricles Bassols Pegado Cortez-PE,S,N,N,Clóvis Amaral da Silva-PE_e_Cléberson Nascimento-PE,Santos,Santos-SP,Atlético Paranaense-PR,SP,PR,0,01/10,Vila Belmiro,16h00,17,25,5,6065,95,,5764,2,0,Vinícius Gonçalves Dias Araujo-SP,N,173620,35314.58,35314.58,35314.58,2016,28,1,0,0,0,0,1,3,6,201627Santos-SP,201627Atlético Paranaense-PR,3,7,43,27,26,23,17,4,1.5925925926,1,0.962962963,0.8518518519,0.6296296296,0.1481481481,2,1,Vitoria,1
3,201628Chapecoense-SC,201628Vitória-BA,Pablo dos Santos Alves-PB,N,N,N,Luiz Felipe-PB_e_Oberto Santos-PB,Chapecó,Chapecoense-SC,Vitória-BA,SC,BA,0,01/10,Arena Condá,16h00,44,40,5,10363,100,,10363,1,4,Evandro Bender-SC,N,107060,64477.59,64477.59,64477.59,2016,28,0,0,1,1,0,0,14,12,201627Chapecoense-SC,201627Vitória-BA,13,15,38,34,43,38,-5,-4,1.4074074074,1.2592592593,1.5925925926,1.4074074074,-0.1851851852,-0.1481481481,5,1,derrota,-1
4,201628Botafogo-RJ,201628Corinthians-SP,Caio Max Augusto Vieira-RN,N,N,N,Flávio Gomes Barroca-RN_e_Vinícius Melo de Lima-RN,Rio de Janeiro,Botafogo-RJ,Corinthians-SP,RJ,SP,0,01/10,Luso-Brasileiro,16h30,6,2,5,8375,100,,8375,2,0,Alexandre Vargas Tavares de Jesus-RJ,N,245440,30667.45,30667.45,30667.45,2016,28,1,0,0,0,0,1,8,6,201627Botafogo-RJ,201627Corinthians-SP,9,5,33,35,33,27,0,8,1.2222222222,1.2962962963,1.2222222222,1,0,0.2962962963,2,1,Vitoria,1
5,201628Ponte Preta-SP,201628Atlético Mineiro-MG,Diego Almeida Real-RS,N,N,N,José Eduardo Calza-RS_e_Alexandre Pruinelli Kleiniche-RS,Campinas,Ponte Preta-SP,Atlético Mineiro-MG,SP,MG,0,01/10,Moisés Lucarelli,16h30,15,4,5,5559,80.5,,4475,1,2,Antônio Rogério Batista do Prado-SP,N,110940,29332.06,29332.06,29332.06,2016,28,0,0,1,1,0,0,11,4,201627Ponte Preta-SP,201627Atlético Mineiro-MG,11,4,36,44,41,36,-5,8,1.3333333333,1.6296296296,1.5185185185,1.3333333333,-0.1851851852,0.2962962963,3,1,derrota,-1
6,201628Cruzeiro-MG,201628Grêmio-RS,Elmo Alves Resende Cunha-GO,N,N,N,Cristhian Passos Sorence-GO_e_Leone Carvalho-GO,Belo Horizonte,Cruzeiro-MG,Grêmio-RS,MG,RS,0,01/10,Mineirão,18h30,8,12,5,14235,100,,14233,1,0,Wanderson Alves de Souza-MG,N,363879,-8652.22,-8652.22,-8652.22,2016,28,1,0,0,0,0,1,14,9,201627Cruzeiro-MG,201627Grêmio-RS,16,8,34,33,41,32,-7,1,1.2592592593,1.2222222222,1.5185185185,1.1851851852,-0.2592592593,0.037037037,1,1,Vitoria,1
7,201628Internacional-RS,201628Figueirense-SC,Luiz César de Oliveira Magalhães-CE,N,N,N,Mardonio da Silva Ribeiro-CE_e_Armando Lopes de Sousa-CE,Porto Alegre,Internacional-RS,Figueirense-SC,RS,SC,0,01/10,Beira-Rio,21h00,13,9,5,30796,100,,30796,1,0,Francisco de Paula dos Santos Silva Neto-RS,N,430145,212047.74,212047.74,212047.74,2016,28,1,0,0,0,0,1,17,18,201627Internacional-RS,201627Figueirense-SC,17,18,27,27,34,35,-7,-8,1,1,1.2592592593,1.2962962963,-0.2592592593,-0.2962962963,1,1,Vitoria,1
8,201628Santa Cruz-PE,201628Palmeiras-SP,Dewson Fernando Freitas da Silva-PA,S,N,N,Márcio Gleidson Correia Dias-PA_e_Hélcio Araújo Neves-PA,Recife,Santa Cruz-PE,Palmeiras-SP,PE,SP,0,03/10,Arruda,20h00,55,1,5,5365,88.6,,4753,2,3,Gilberto Rodrigues Castro Júnior-PE,N,102040,64709.79,64709.79,64709.79,2016,28,0,0,1,1,0,0,19,1,201627Santa Cruz-PE,201627Palmeiras-SP,19,1,31,47,44,25,-13,22,1.1481481481,1.7407407407,1.6296296296,0.9259259259,-0.4814814815,0.8148148148,5,0,derrota,-1
9,201628Coritiba-PR,201628América Mineiro-MG,Raphael Claus-SP,S,S,N,Marcelo Carvalho Van Gasse-SP_e_Rogério Pablos Zanardo-SP,Curitiba,Coritiba-PR,América Mineiro-MG,PR,MG,0,03/10,Couto Pereira,21h00,7,22,5,9174,100,,9174,3,0,Fábio Filipus-PR,N,135910,-77472.79,-77472.79,-77472.79,2016,28,1,0,0,0,0,1,9,20,201627Coritiba-PR,201627América Mineiro-MG,12,20,32,19,33,40,-1,-21,1.1851851852,0.7037037037,1.2222222222,1.4814814815,-0.037037037,-0.7777777778,3,0,Vitoria,1
0,201629Vitória-BA,201629Grêmio-RS,Emerson de Almeida Ferreira-MG,N,N,N,Luiz Antônio Barbosa-MG_e_Marconi Helbert Vieira-MG,Salvador,Vitória-BA,Grêmio-RS,BA,RS,0,05/10,Arena Fonte Nova,19h30,40,12,5,19999,98.3,,19652,0,1,Gleidson Santos Oliveira-BA,N,447297.5,239158.08,239158.08,239158.08,2016,29,0,0,1,1,0,0,14,9,201628Vitória-BA,201628Grêmio-RS,12,9,38,33,39,33,-1,0,1.3571428571,1.1785714286,1.3928571429,1.1785714286,-0.0357142857,0,1,0,derrota,-1
1,201629Atlético Paranaense-PR,201629Chapecoense-SC,Wagner Reway-MT,N,S,N,Márcia B. Lopes Caetano-SP_e_Fábio Rodrigo Rubinho-MT,Curitiba,Atlético Paranaense-PR,Chapecoense-SC,PR,SC,0,05/10,Arena da Baixada,19h30,25,44,5,10553,100,,10553,3,1,Adriano Milczvski-PR,N,138695,-66516.95,-66516.95,-66516.95,2016,29,1,0,0,0,0,1,6,15,201628Atlético Paranaense-PR,201628Chapecoense-SC,6,14,27,39,25,47,2,-8,0.9642857143,1.3928571429,0.8928571429,1.6785714286,0.0714285714,-0.2857142857,4,0,Vitoria,1
2,201629Corinthians-SP,201629Atlético Mineiro-MG,Rodolpho Toski Marques-PR,N,S,N,Bruno Boschilla-PR_e_Ivan Carlos Bohn-PR,São Paulo,Corinthians-SP,Atlético Mineiro-MG,SP,MG,0,05/10,Arena Corinthians,21h00,2,4,5,17135,100,,17135,0,0,Márcio Henrique de Gois-SP,N,760443,282347.98,282347.98,282347.98,2016,29,0,1,0,0,1,0,7,4,201628Corinthians-SP,201628Atlético Mineiro-MG,6,4,35,46,29,37,6,9,1.25,1.6428571429,1.0357142857,1.3214285714,0.2142857143,0.3214285714,0,0,empate,0
3,201629Santos-SP,201629Fluminense-RJ,Igor Junio Benevenuto-MG,N,N,N,Pablo Almeida Costa-MG_e_Celso Luiz da Silva-MG,Santos,Santos-SP,Fluminense-RJ,SP,RJ,0,05/10,Vila Belmiro,21h00,17,11,5,5402,97.2,,5253,2,1,Douglas Marques das Flores-SP,N,141310,10715.34,10715.34,10715.34,2016,29,1,0,0,0,0,1,2,5,201628Santos-SP,201628Fluminense-RJ,3,5,45,35,26,28,19,7,1.6071428571,1.25,0.9285714286,1,0.6785714286,0.25,3,0,Vitoria,1
4,201629Sport-PE,201629São Paulo-SP,Rafael Traci-PR,N,S,N,Kléber Lúcio Gil-SC_e_Luciano Roggenbaum-PR,Recife,Sport-PE,São Paulo-SP,PE,SP,0,05/10,Ilha do Retiro,21h45,19,18,5,10301,100,,10301,1,1,Tiago Nascimento dos Santos-PE,N,181170,104942.19,104942.19,104942.19,2016,29,0,1,0,0,1,0,16,11,201628Sport-PE,201628São Paulo-SP,14,12,38,27,44,28,-6,-1,1.3571428571,0.9642857143,1.5714285714,1,-0.2142857143,-0.0357142857,2,0,empate,0
5,201629Internacional-RS,201629Coritiba-PR,André Luiz de Freitas Castro-GO,N,S,N,Fabrício Vilarinho da Silva-GO_e_Cristhian Passos Sorence-GO,Porto Alegre,Internacional-RS,Coritiba-PR,RS,PR,0,06/10,Beira-Rio,19h30,13,7,5,31431,100,,31431,1,0,Márcio C. Brum Coruja-RS,N,453765,228768.64,228768.64,228768.64,2016,29,1,0,0,0,0,1,16,10,201628Internacional-RS,201628Coritiba-PR,17,9,28,35,34,33,-6,2,1,1.25,1.2142857143,1.1785714286,-0.2142857143,0.0714285714,1,0,Vitoria,1
6,201629Cruzeiro-MG,201629Ponte Preta-SP,Anderson Daronco-RS,S,N,N,Rafael da Silva Alves-RS_e_Elio Nepomuceno de Andrade Júnior-RS,Belo Horizonte,Cruzeiro-MG,Ponte Preta-SP,MG,SP,0,08/10,Mineirão,21h00,8,15,5,15428,100,,15425,2,0,Marco Aurélio Augusto Fazekas Ferreira-MG,N,417383,45362.68,45362.68,45362.68,2016,29,1,0,0,0,0,1,11,13,201628Cruzeiro-MG,201628Ponte Preta-SP,14,11,35,37,41,43,-6,-6,1.25,1.3214285714,1.4642857143,1.5357142857,-0.2142857143,-0.2142857143,2,1,Vitoria,1
7,201629Flamengo-RJ,201629Santa Cruz-PE,Ricardo Marques Ribeiro-MG,S,S,S,Guilherme Dias Camilo-MG_e_Alessandro Álvaro Rocha Mattos-BA,São Paulo,Flamengo-RJ,Santa Cruz-PE,RJ,PE,0,09/10,Pacaembu,17h00,10,55,5,23257,93.6,,21773,3,0,Leandro Bizzio Marinho-SP,N,1103380,493661.77,493661.77,493661.77,2016,29,1,0,0,0,0,1,2,19,201628Flamengo-RJ,201628Santa Cruz-PE,2,19,37,33,26,47,11,-14,1.3214285714,1.1785714286,0.9285714286,1.6785714286,0.3928571429,-0.5,3,1,Vitoria,1
8,201629Figueirense-SC,201629Botafogo-RJ,Wilton Pereira Sampaio-GO,S,S,N,Bruno Pires-GO_e_Fabiano da Silva Ramires-ES,Florianópolis,Figueirense-SC,Botafogo-RJ,SC,RJ,0,09/10,Orlando Scarpelli,17h00,9,6,5,12325,100,,12325,0,1,Rodrigo D'Alonso Ferreira-SC,N,172555,95084.26,95084.26,95084.26,2016,29,0,0,1,1,0,0,18,8,201628Figueirense-SC,201628Botafogo-RJ,18,8,27,35,36,33,-9,2,0.9642857143,1.25,1.2857142857,1.1785714286,-0.3214285714,0.0714285714,1,1,derrota,-1
9,201629América Mineiro-MG,201629Palmeiras-SP,Wagner do Nascimento Magalhães-RJ,N,N,N,Luiz Cláudio Regazone-RJ_e_Dibert Pedrosa Moisés-RJ,Londrina,América Mineiro-MG,Palmeiras-SP,MG,SP,0,09/10,Café,17h00,22,1,5,22828,100,,22828,0,2,Paulo Roberto Alves Jr.-PR,N,1171740,448280,448280,448280,2016,29,0,0,1,1,0,0,20,1,201628América Mineiro-MG,201628Palmeiras-SP,20,1,19,50,43,27,-24,23,0.6785714286,1.7857142857,1.5357142857,0.9642857143,-0.8571428571,0.8214285714,2,1,derrota,-1
0,201630Chapecoense-SC,201630Sport-PE,Marcelo Aparecido Ribeiro de Souza-SC,N,N,N,Alex Ang Ribeiro-SP_e_Anderson José de Moraes Coelho-SP,Chapecó,Chapecoense-SC,Sport-PE,SC,PE,0,12/10,Arena Condá,11h00,44,19,5,6104,100,,6104,3,0,Márcio C. Brum Coruja-RS,N,62850,24291.94,24291.94,24291.94,2016,30,1,0,0,0,0,1,14,17,201629Chapecoense-SC,201629Sport-PE,15,16,40,39,50,45,-10,-6,1.3793103448,1.3448275862,1.724137931,1.5517241379,-0.3448275862,-0.2068965517,3,0,Vitoria,1
1,201630Coritiba-PR,201630Figueirense-SC,Luiz Flávio de Oliveira-SP,S,N,N,Miguel Cataneo Ribeiro da Costa-SP_e_Herman Brumel Vani-SP,Curitiba,Coritiba-PR,Figueirense-SC,PR,SC,0,12/10,Couto Pereira,19h30,7,9,5,12087,100,,12087,0,0,Jean Pierre Gonçalves Lima-RS,N,211345,-27299.64,-27299.64,-27299.64,2016,30,0,1,0,0,1,0,10,18,201629Coritiba-PR,201629Figueirense-SC,10,18,35,27,34,37,1,-10,1.2068965517,0.9310344828,1.1724137931,1.275862069,0.0344827586,-0.3448275862,0,0,empate,0
2,201630Botafogo-RJ,201630Internacional-RS,Marielson Alves Silva-BA,N,S,S,Kléber Lúcio Gil-SC_e_Guilherme Dias Camilo-MG,Rio de Janeiro,Botafogo-RJ,Internacional-RS,RJ,RS,0,12/10,Luso-Brasileiro,21h45,6,13,5,9087,100,,9087,1,0,Devarly do Rosário-ES,N,196750,652.33,652.33,652.33,2016,30,1,0,0,0,0,1,5,16,201629Botafogo-RJ,201629Internacional-RS,8,16,36,29,33,34,3,-5,1.2413793103,1,1.1379310345,1.1724137931,0.1034482759,-0.1724137931,1,0,Vitoria,1
3,201630Santa Cruz-PE,201630Corinthians-SP,Grazianni Maciel Rocha-RJ,N,N,N,Eduardo de Souza Couto-RJ_e_Carlos Henrique Alves Filho-RJ,Cuiabá,Santa Cruz-PE,Corinthians-SP,PE,SP,0,12/10,Arena Pantanal,21h45,55,2,5,6936,100,,6936,2,4,Marcelo Alves dos Santos-MT,N,496120,101505.62,101505.62,101505.62,2016,30,0,0,1,1,0,0,19,7,201629Santa Cruz-PE,201629Corinthians-SP,19,7,33,35,50,29,-17,6,1.1379310345,1.2068965517,1.724137931,1,-0.5862068966,0.2068965517,6,0,derrota,-1
4,201630Palmeiras-SP,201630Cruzeiro-MG,Jaílson Macedo Freitas-BA,N,S,N,Alessandro Álvaro Rocha Mattos-BA_e_Carlos Berkenbrock-SC,Araraquara,Palmeiras-SP,Cruzeiro-MG,SP,MG,0,13/10,Arena da Fonte,19h30,1,8,5,15778,99.6,,15709,0,0,Rodrigo Carvalhães de Miranda-RJ,N,1242175,858431.84,858431.84,858431.84,2016,30,0,1,0,0,1,0,1,11,201629Palmeiras-SP,201629Cruzeiro-MG,1,11,52,37,27,41,25,-4,1.7931034483,1.275862069,0.9310344828,1.4137931034,0.8620689655,-0.1379310345,0,0,empate,0
5,201630Atlético Mineiro-MG,201630América Mineiro-MG,Raphael Claus-SP,S,N,N,Rogério Pablos Zanardo-SP_e_Danilo Ricardo Simon Manis-SP,Belo Horizonte,Atlético Mineiro-MG,América Mineiro-MG,MG,MG,1,13/10,Mineirão,19h30,4,22,5,28652,92.9,,26624,3,0,Cleisson Veloso Pereira-MG,N,766625,108448.26,108448.26,108448.26,2016,30,1,0,0,0,0,1,4,20,201629Atlético Mineiro-MG,201629América Mineiro-MG,4,20,46,19,37,45,9,-26,1.5862068966,0.6551724138,1.275862069,1.5517241379,0.3103448276,-0.8965517241,3,0,Vitoria,1
6,201630Ponte Preta-SP,201630Vitória-BA,Wagner do Nascimento Magalhães-RJ,N,N,N,Luiz Cláudio Regazone-RJ_e_Dibert Pedrosa Moisés-RJ,Campinas,Ponte Preta-SP,Vitória-BA,SP,BA,0,13/10,Moisés Lucarelli,19h30,15,40,5,9388,94.2,,8840,2,0,Adriano Milczvski-PR,N,53465,-22091.23,-22091.23,-22091.23,2016,30,1,0,0,0,0,1,11,14,201629Ponte Preta-SP,201629Vitória-BA,13,14,37,38,45,40,-8,-2,1.275862069,1.3103448276,1.5517241379,1.3793103448,-0.275862069,-0.0689655172,2,0,Vitoria,1
7,201630Fluminense-RJ,201630Flamengo-RJ,Sandro Meira Ricci-SC,S,S,S,Emerson Augusto de Carvalho-SP_e_Marcelo Carvalho Van Gasse-SP,Volta Redonda,Fluminense-RJ,Flamengo-RJ,RJ,RJ,1,13/10,Raulino de Oliveira,21h00,11,10,5,14300,63,,9008,1,2,Leonardo Garcia Cavaleiro-SP,N,362350,90131.09 76611.42,90131.09,166742.51,2016,30,0,0,1,1,0,0,5,2,201629Fluminense-RJ,201629Flamengo-RJ,5,2,36,40,30,26,6,14,1.2413793103,1.3793103448,1.0344827586,0.8965517241,0.2068965517,0.4827586207,3,0,derrota,-1
8,201630São Paulo-SP,201630Santos-SP,Anderson Daronco-RS,S,N,N,Rafael da Silva Alves-RS_e_Elio Nepomuceno de Andrade Júnior-RS,São Paulo,São Paulo-SP,Santos-SP,SP,SP,1,13/10,Pacaembu,21h00,18,17,5,30061,94.2,,28321,0,1,Vinícius Furlan-SP,N,578430,215075.87,215075.87,215075.87,2016,30,0,0,1,1,0,0,13,2,201629São Paulo-SP,201629Santos-SP,11,2,28,47,29,27,-1,20,0.9655172414,1.6206896552,1,0.9310344828,-0.0344827586,0.6896551724,1,0,derrota,-1
9,201630Grêmio-RS,201630Atlético Paranaense-PR,Péricles Bassols Pegado Cortez-PE,S,N,N,Clóvis Amaral da Silva-PE_e_Cléberson Nascimento-PE,Porto Alegre,Grêmio-RS,Atlético Paranaense-PR,RS,PR,0,13/10,Arena do Grêmio,21h00,12,25,5,16123,100,,16123,1,0,Célio Amorim-SC,N,345119,242152.65,242152.65,242152.65,2016,30,1,0,0,0,0,1,9,7,201629Grêmio-RS,201629Atlético Paranaense-PR,9,6,34,30,33,26,1,4,1.1724137931,1.0344827586,1.1379310345,0.8965517241,0.0344827586,0.1379310345,1,0,Vitoria,1
0,201631Botafogo-RJ,201631Atlético Mineiro-MG,Wagner Reway-MT,N,S,N,Eduardo Gonçalves da Cruz-MS_e_Fábio Rodrigo Rubinho-MT,Rio de Janeiro,Botafogo-RJ,Atlético Mineiro-MG,RJ,MG,0,16/10,Luso-Brasileiro,17h00,6,4,5,13306,100,,13306,3,2,Rudimar Goltara-ES,N,359455,122570.05,122570.05,122570.05,2016,31,1,0,0,0,0,1,5,4,201630Botafogo-RJ,201630Atlético Mineiro-MG,5,4,37,49,33,37,4,12,1.2333333333,1.6333333333,1.1,1.2333333333,0.1333333333,0.4,5,1,Vitoria,1
