unidade,pib2010,capita2010,pib2011,capita2011,pib2012,capita2012,pib2013,capita2013
Cachoeirinha,13086,6092.22,13748,6370.86,15031,6936.09,17892,8001.87
Campos Lindos,161156,19800.43,204448,24540.67,275060,32295.45,285807,31756.39
Cariri do Tocantins,63885,17017.98,91007,23855.14,102580,26492.87,122111,30128.6
Carmolândia,20886,9061.12,22632,9671.78,24270,10270.71,30223,12300.91
Carrasco Bonito,19110,5178.84,21105,5665.64,23387,6221.62,27483,7036.16
Caseara,28772,6253.5,33647,7198.75,42657,8991.72,56330,11345.39
Centenário,15301,5965.31,17060,6569.03,20512,7808.06,20308,7419.69
Chapada da Natividade,27645,8428.35,30933,9436.46,40675,12408.39,43862,13046.34
Chapada de Areia,11110,8321.73,12354,9219.43,13517,10050.07,15386,11101.15
Colinas do Tocantins,313234,10143.92,347479,11114.7,403050,12724.56,464409,14039.81
Colméia,66060,7675.15,76907,8989.69,80943,9522.66,98080,11349.22
Combinado,29606,6341.05,36250,7744.16,39641,8450.44,47685,9878.83
Conceição do Tocantins,25486,6094.21,27809,6671.98,30379,7315.03,35709,8422
Couto Magalhães,38480,7682.24,40365,7975.77,47144,9223.94,55488,10441.78
Cristalândia,54162,7503.81,59378,8214.96,67183,9302.51,83219,11247.3
Crixás do Tocantins,18913,12077.3,20367,12906.97,24574,15435.63,25288,15316.73
Darcinópolis,39916,7569.92,44754,8365.3,54073,9967.3,66473,11723.68
Dianópolis,264022,13815.93,278800,14374.84,304296,15470.86,297761,14478.32
Divinópolis do Tocantins,51417,8080.66,59263,9246.89,66066,10239.58,73454,10994.41
Dois Irmãos do Tocantins,46627,6511.18,53718,7509.85,58527,8191.32,69259,9462.86
Dueré,55733,12144.94,68219,14846.37,69586,15137.29,77874,16505.76
Esperantina,45063,4755.49,52109,5417.3,59004,6047.99,68458,6709.64
Fátima,33856,8897.68,37158,9773.38,37527,9878.19,43856,11268.34
Figueirópolis,69711,13054.41,82791,15553.41,105730,19922.79,120313,22193.93
Filadélfia,59710,7023.1,61170,7172.87,68629,8027.69,78501,8920.54
Formoso do Araguaia,214291,11628.57,231156,12564.17,257515,14019.02,329215,17507.71
Fortaleza do Tabocão,59208,24435.88,68250,28051.92,79078,32329.34,104239,41250.1
Goianorte,33679,6790.12,36814,7414.76,39891,8019.85,46514,9093.67
Goiatins,77238,6402.35,81620,6721.58,106779,8738.04,108716,8598.22
Guaraí,273652,11789.23,313477,13370.75,337773,14263.47,411388,16703.38
Gurupi,1230964,16035.48,1251314,16113.77,1468234,18697.67,1646912,20135.37
Ipueiras,15535,9478.63,20715,12359.62,24844,14520.07,27480,15232.72
Itacajá,49405,6954.51,52994,7435.61,58894,8239.26,71833,9755.95
Itaguatins,33146,5497.74,40941,6821.16,40230,6732,42845,7032.96
Itapiratins,29679,8398.22,32293,9091.62,37761,10574.43,47992,13005.89
Itaporã do Tocantins,22396,9182.37,25270,10356.48,27402,11258.07,30874,12409.22
Jaú do Tocantins,26901,7670.76,31472,8898.01,33695,9448.82,38795,10490.79
Juarina,14869,6664.88,16077,7228.9,17675,7975.95,20044,8861.27
Lagoa da Confusão,170188,16660.62,200912,19096.28,258940,23929.37,324287,28137.73
Lagoa do Tocantins,17792,5047.29,21732,6033.19,22759,6191.19,28520,7359.97
Lajeado,29034,10470.43,30604,10906.57,34976,12324.33,43355,14666.87
Lavandeira,29752,18537.12,54935,33579.15,52443,31497.47,78322,44781.06
Lizarda,18085,4847.19,19497,5239.74,21686,5835.79,24963,6558.77
Luzinópolis,20366,7767.18,22605,8469.32,23927,8819.43,36807,12928.18
Marianópolis do Tocantins,34261,7872.4,40413,9120.58,44063,9776.68,60618,12815.73
Mateiros,49262,22200.16,79169,34906.76,79225,34281.8,113622,46757.83
Maurilândia do Tocantins,17007,5385.26,18565,5841.87,20738,6480.54,24738,7466.9
Miracema do Tocantins,409569,19793.59,481334,23599.45,491875,24450.71,387458,19140.34
Miranorte,109187,8647.78,115264,9085.22,120323,9439.34,146499,11128.75
Monte do Carmo,54313,8085.92,67107,9821.04,72610,10453.49,81734,11217.93
Monte Santo do Tocantins,15481,7424.71,18527,8814.08,20403,9632.98,24636,11218.64
Muricilândia,24688,7832.47,27052,8482.79,28810,8936.17,31550,9400.96
Natividade,66427,7380.83,78626,8725.59,80810,8957.99,113827,12281.68
Nazaré,23943,5458.98,25909,5986.33,30338,7103.26,36446,8473.78
Nova Olinda,146197,13681.14,173697,16103.96,195365,17951.41,219031,19381.56
Nova Rosalândia,22907,6076.21,24419,6400.81,27641,7164.67,30318,7545.44
Novo Acordo,21326,5668.8,27290,7149.69,28832,7452.09,32841,8122.92
Novo Alegre,14911,6522.9,16402,7172.05,18025,7878.19,21015,8946.21
Novo Jardim,53648,21834.56,49720,20040.43,51267,20474.12,26103,10039.65
Oliveira de Fátima,11243,10862.41,12149,11636.67,14001,13347.3,17259,15906.62
Palmas,4095442,17939.1,4346291,18470.02,4862067,20085.38,5824406,22583.62
Palmeirante,32950,6651.29,44135,8725.71,46905,9095.31,60265,11094.4
Palmeiras do Tocantins,44548,7752.91,65085,11171.56,42891,7258.51,56569,9153.5
Palmeirópolis,59921,8161.35,64720,8793.41,72029,9759.98,85772,11285.83
Paraíso do Tocantins,567676,12776.28,634403,14080.94,757924,16596.03,820058,17183.35
Paranã,179345,17353.15,221780,21463.25,292515,28325.3,225054,21261.6
Pau D'Arco,37156,8098.61,37325,8100.09,42859,9262.77,48237,10108.24
Pedro Afonso,174465,15115.67,319984,27274.45,343110,28786.83,418477,33504.95
Peixe,430326,41421.34,553755,52693.45,612210,57598.06,575095,51927.3
Pequizeiro,35182,6964,39217,7704.75,43046,8400.83,49004,9237.39
Pindorama do Tocantins,27328,6064.7,30723,6838.05,33439,7465.8,38500,8413.5
Piraquê,22922,7850.11,27140,9272.35,28765,9807.5,34128,11311.99
Pium,58362,8715.92,63139,9308.38,73519,10702.95,80454,11224
Ponte Alta do Bom Jesus,22473,4941.35,24643,5425.55,29410,6477.96,34674,7450.37
Ponte Alta do Tocantins,41968,5845.17,47170,6499.09,52205,7119.23,59148,7754.01
Porto Alegre do Tocantins,16090,5756.84,17393,6152.44,19996,6999.08,22548,7584.19
Porto Nacional,548854,11168.5,692118,13992.07,860089,17279.88,942856,18307.53
Praia Norte,49057,6403.51,60713,7857.25,59799,7674.37,66427,8216.09
Presidente Kennedy,40124,10888.48,50678,13786.1,53810,14662.08,52435,13960.3
Pugmil,45657,19297.28,31199,13004.97,30145,12420.59,38518,15230.64
Recursolândia,21024,5579.5,25498,6680.21,27417,7095.52,30567,7586.68
Riachinho,24070,5754.21,28189,6662.43,30475,7137.04,36417,8211.38
Rio da Conceição,11870,6925.43,11471,6536.4,12801,7135.24,15274,8059.97
Rio dos Bois,25876,10068.38,23096,8903.48,25184,9626.78,27137,9995.11
Rio Sono,31875,5092.64,36531,5829.03,40220,6405.5,46435,7189.22
Sampaio,19054,4926.15,21162,5362.81,23790,5910.66,27408,6462.74
Sandolândia,32768,9851.96,37482,11269.51,41176,12380.13,47408,13898.56
Santa Fé do Araguaia,54705,8289.94,58939,8819.32,64944,9601.45,77103,10930.38
Santa Maria do Tocantins,19770,6831.48,21668,7355.19,24456,8165.68,32512,10344.23
Santa Rita do Tocantins,22928,10774.57,24553,11419.96,28391,13083.58,32477,14402
Santa Rosa do Tocantins,42394,9280.72,54921,11970.67,64805,14066.74,76048,16003.37
Santa Tereza do Tocantins,16528,6550.93,17907,7008.46,19881,7691.09,22292,8271.46
Santa Terezinha do Tocantins,14732,5962.01,15176,6129.22,16136,6514.37,22647,8905.54
São Bento do Tocantins,22748,4929.08,24832,5311.62,31137,6568.95,34838,7032.29
São Félix do Tocantins,11119,7694.54,12019,8289.3,12620,8625.99,14073,9270.98
São Miguel do Tocantins,45839,4369.81,50861,4782.44,56358,5226.57,69683,6182.53
São Salvador do Tocantins,31480,10817.91,20635,7056.95,22724,7739.68,25810,8518.09
São Sebastião do Tocantins,21493,5018.19,24890,5746.93,28359,6480.46,34028,7473.65
São Valério,36589,8346.08,36824,8500.35,40768,9520.76,54298,12563.22
Silvanópolis,46951,9258.65,73366,14399.57,80757,15772.79,77735,14697.46
Sítio Novo do Tocantins,43778,4785.53,50659,5553.46,55756,6129.07,64298,6915.98
Sucupira,20782,11950.83,26705,15147.66,34687,19454.31,36832,19845.07
Taguatinga,110469,7338.68,142631,9386.08,151603,9885.44,191119,11996.68
Taipas do Tocantins,12530,6442.18,13307,6778.79,14689,7414.86,17366,8446.65
Talismã,36572,14274.76,35854,13886.03,42651,16397.82,47502,17625.85
Tocantínia,31187,4726.77,36816,5407.01,43087,6262.61,47965,6700.92
Tocantinópolis,140945,6234.28,161092,7125.76,179606,7948.58,210851,9102.15
Tupirama,26046,16547.89,27792,17315.94,50029,30617.26,79054,46015.4
Tupiratins,21173,10096.61,16821,7809.25,26435,11972.39,21863,9335.15
Wanderlândia,80227,7307.96,98620,8936.23,98978,8926.62,123088,10750.07
Xambioá,230607,20080.74,265383,23135.1,240527,20992.1,284266,24221.73
       Nordeste,522765209,9848.97,583414355,10904.56,652258812,12099.67,722809161,12954.8
   Maranhão,46313815,7049.63,52173102,7850.58,60465807,9005.51,67592890,9948.47
Açailândia,1013620,9745.13,1121205,10652.28,1304697,12259.66,1578986,14648.73
Afonso Cunha,17237,2893.55,21110,3518.28,23368,3837.09,27875,4498.16
Água Doce do Maranhão,32926,2840.88,41407,3531.21,43270,3646.83,53184,4421.72
Alcântara,59895,2740.94,79783,3699.84,140195,6488.98,88282,4078.82
Aldeias Altas,77592,3239.47,91560,3760.8,102244,4135.09,115027,4568.74
Altamira do Maranhão,30399,2977.05,36192,3224.27,39611,3480.43,45872,3966.82
Alto Alegre do Maranhão,97125,3948.83,109638,4390.95,143989,5685.43,165295,6419.73
Alto Alegre do Pindaré,97710,3149.09,117358,3770.53,125231,4015.09,134691,4309.68
Alto Parnaíba,130771,12147.81,152135,14070.98,211770,19507.19,248288,22770.38
Amapá do Maranhão,21914,3407.56,24687,3793.26,29042,4411.67,31593,4737.32
Amarante do Maranhão,129436,3415.73,142076,3694.99,171216,4395.45,195184,4935.88
Anajatuba,82328,3254.83,98814,3855.55,110208,4246.11,127941,4857.48
Anapurus,72907,5236.48,96698,6800.13,78346,5406.18,106863,7213.16
Apicum-Açu,38602,2580.55,48606,3186.05,56676,3646.63,74088,4239.92
Araguanã,35786,2564.03,41156,3576.31,44527,3804.77,56248,3837.37
Araioses,142177,3337.49,166728,3869.4,174678,4001.51,189135,4267.77
Arame,104095,3297.48,127499,4005,146771,4625.76,160866,5048.04
Arari,112024,3933.83,143273,5000.63,149358,5184.44,170290,5874.9
Axixá,31797,2783.1,38841,3376.04,43876,3782.78,53646,4582.8
Bacabal,607411,6076.54,649761,6457.9,754229,7453.22,878296,8623.34
Bacabeira,166677,11137.82,292615,19170.28,283590,18189.34,261557,16365.75
Bacuri,43268,2602.42,52486,3145.3,62033,3557.56,77109,4492.48
Bacurituba,15527,2927.35,22718,4253.58,24001,4455.27,22471,4130.7
Balsas,1436730,17198.72,1537890,18024.54,2083194,23929.08,2513786,28204.86
Barão de Grajaú,80712,4530.31,96353,5449.5,111071,6218.3,130056,7195.74
Barra do Corda,309546,3743.36,381899,4576.16,444007,5274.5,497270,5848.73
Barreirinhas,196267,3569.08,239711,4271.18,270581,4658.52,319400,5450.61
Bela Vista do Maranhão,41154,3445.03,41680,3418.11,45749,3708.84,52142,4865.32
Belágua,20526,3144.84,33916,5121.69,29259,4188.2,28247,3975.59
Benedito Leite,18874,3448.52,21011,3832.01,21385,3890.22,25738,4671.05
Bequimão,56213,2763.8,69496,3353.26,69691,3354.9,76588,3678.42
Bernardo do Mearim,26145,4360.38,30868,5097.91,33040,5406.72,39179,6343.77
Boa Vista do Gurupi,27684,3482.66,31716,3883.96,35657,4257.52,38664,4482.21
Bom Jardim,156310,3998.41,178773,4537.26,183758,4624.01,219960,5480.63
Bom Jesus das Selvas,123377,4335.7,150325,5117.61,178806,5909.19,206946,6607.47
Bom Lugar,46774,3155.49,53204,3530.24,61189,3995.64,65754,4213.91
Brejo,134381,4033.78,168620,4987.58,171470,5007.61,219859,6326.15
Brejo de Areia,38609,3663.11,43474,8257.26,38249,7708.42,44177,9622.44
Buriti,90986,3364.61,126322,4638.22,118954,4333.63,130326,4705.41
Buriti Bravo,70050,3060.84,79337,3447.77,87357,3778.59,98308,4230.49
Buriticupu,244620,3750.34,309206,4661.91,345500,5127.79,386339,5629.64
Buritirana,44913,3040.86,50168,3376.49,51527,3451.21,64277,4282.86
Cachoeira Grande,25226,2988.11,29878,3503.5,32744,3804.32,37390,4298.64
Cajapió,27944,2628.28,34095,3196.03,35278,3284.78,39323,3633.64
Cajari,51163,2788.48,64928,3514.78,70560,3792.92,76281,4068.13
Campestre do Maranhão,57286,4285.01,61282,4535.73,67842,4970.46,78293,5670.14
Cândido Mendes,61571,3327.27,65552,3441.75,72606,3777.22,87526,4505.63
Cantanhede,62602,3060.17,77170,3733.99,81504,3903.62,84244,3987.9
Capinzal do Norte,49546,4631.35,56035,5232.05,57779,5388.82,63020,5873.78
Carolina,143940,6002.73,148339,6191.88,193492,8077.31,230124,9612.92
Carutapera,76121,3458.79,90481,4063.65,107941,4793.77,128942,5652.63
Caxias,1027889,6622.91,1088824,6965.04,1261570,7981.64,1324058,8306.72
Cedral,29240,2838.86,35334,3418.54,41854,4034.49,47195,4531.91
Central do Maranhão,21135,2645.79,25413,3174.19,26807,3301.31,31337,3796.1
Centro do Guilherme,34091,2723.57,42281,3634.89,49248,4111.17,55385,4468.3
Centro Novo do Maranhão,62358,3538.66,85295,4355.99,94074,4716.19,98962,4855.35
Chapadinha,331050,4517.54,386890,5208.96,412586,5488.92,463849,6085.9
Cidelândia,68444,5035.27,74816,5411.64,92222,6604.74,98337,6961.91
Codó,594561,5035.58,647479,5460.82,760141,6383.51,778866,6510.03
Coelho Neto,184541,3943.85,207897,4414.04,244743,5159.55,255183,5336.21
Colinas,155746,3976.45,196955,5000.38,225289,5684.08,247928,6211.39
Conceição do Lago-Açu,52252,3621.57,62916,4274.75,68791,4589.45,81205,5303.02
Coroatá,212872,3452.75,251205,4039.31,267754,4274.55,291821,4620.79
Cururupu,108704,3335.09,123965,3806.36,136980,4216.47,156990,5039.98
Davinópolis,55047,4385.84,60518,4801.9,56157,4448.04,65078,5146.16
Dom Pedro,124562,5493.85,151134,6647.03,156666,6874.04,161479,7068.78
Duque Bacelar,30447,2863.18,38061,3542.52,38839,3584.24,44006,4021.75
Esperantinópolis,62950,3410.83,77692,4336.24,83381,4706.81,102934,5895.4
Estreito,444050,12425.16,536762,14575.62,814510,21557.01,746241,19167.79
Feira Nova do Maranhão,32734,4031.32,40700,4981.09,44419,5407.08,47738,5777.3
Fernando Falcão,28132,3064.52,34073,3618.97,36725,3831.94,38244,3909.27
Formosa da Serra Negra,74951,4215.49,81912,4690.32,86936,4898.08,102470,5665.39
Fortaleza dos Nogueiras,87060,7476.78,89560,7298.53,114463,9301.4,122739,9944.01
Fortuna,59996,3971.11,67751,4475.86,67456,4445.51,87496,5751.78
Godofredo Viana,45679,4295.18,139230,13231.02,243892,22662.34,122511,11090.95
Gonçalves Dias,53149,3039.71,65600,3745.55,70398,4012.43,82980,4722.27
Governador Archer,30216,2960.89,37768,3670.32,38710,3732.14,48797,4662.41
Governador Edison Lobão,141262,8887.17,158009,9705.74,198492,11920.72,221327,12947.67
Governador Eugênio Barros,52655,3294.42,59533,3698.62,56057,3460.93,70122,4298.79
Governador Luiz Rocha,24652,3359.9,28575,3860.96,26995,3617.72,37271,4948.34
Governador Newton Bello,35147,2948.04,39633,3883.65,43628,4291.53,46519,4599.89
Governador Nunes Freire,106644,4198.23,125078,4931.71,148699,5872.08,154695,6123.61
Graça Aranha,21449,3493.26,22785,3707.83,24193,3933.86,31566,5131.82
Grajaú,313638,5066.61,380753,6024.28,435383,6749.08,480683,7386.25
Guimarães,35634,2943.74,43770,3635.71,49025,4086.45,56458,4728.85
Humberto de Campos,68818,2626.95,83631,3147.94,97750,3629.39,104070,3803.16
Icatu,64460,2563.33,78973,3106.01,83010,3230.23,94411,3629.22
Igarapé do Meio,81188,6472.75,110761,8649.17,133822,10252.96,165265,12382.2
Igarapé Grande,40681,3682.5,46864,4196.62,49937,4423.49,58096,5082.32
Imperatriz,2941816,11883.58,3267130,13131.24,4378587,17509.94,5039597,20040.71
Itaipava do Grajaú,51658,3621.59,50489,4092.5,48731,3719.07,70790,5026.25
Itapecuru Mirim,286345,4609.33,328606,5213.98,370701,5800.63,395969,6096.42
Itinga do Maranhão,135946,5461.65,149139,5966.26,158440,6306.07,193832,7670.76
Jatobá,29190,3423.62,35190,4002.09,35160,3884.65,36690,3919.88
Jenipapo dos Vieiras,47478,3083.6,55413,3554.63,60478,3844.04,66414,4177.24
João Lisboa,105382,5170.59,120405,5093.08,133065,5647.66,137059,5844.74
Joselândia,55440,3591.36,67083,4293.04,64681,4122.97,73707,4678.32
Junco do Maranhão,20647,5135.97,23661,6060.81,27075,7140.08,29672,8122.55
Lago da Pedra,175704,3810.7,197721,4233.75,232396,4913.44,254589,5303.71
Lago do Junco,33614,3130.99,40245,3727.11,41501,3819.7,44359,4492.94
Lago dos Rodrigues,35342,4531.66,42204,5432.37,40431,5220.94,49281,5616.02
Lago Verde,49160,3190.73,64578,4160.98,70077,4485.18,76532,4861.65
Lagoa do Mato,36390,3322.04,40619,3719.03,40345,3682.8,45821,4169.67
Lagoa Grande do Maranhão,40617,3855.09,50021,3883.9,55320,4425.27,62430,4920.78
Lajeado Novo,30629,4424.22,34524,4920.77,38813,5461.99,40845,5664.25
Lima Campos,39212,3435.16,48245,4204.35,55374,4804.68,65790,5681.33
Loreto,86714,7623.9,71259,6199.11,103950,8963.49,129885,11087.99
Luís Domingues,19297,2964.16,22050,3355.61,26516,4000.02,31788,4746.55
Magalhães de Almeida,51888,2942.67,64965,3621.65,71640,3919.66,88000,4710.93
Maracaçumé,83595,4367.1,83403,4262.63,96157,4835.16,104042,5133.3
Marajá do Sena,35653,4431.73,40795,5248.93,43547,5618.27,51203,6631.67
Maranhãozinho,42593,3028.09,48912,3464.53,56655,3900.8,67797,4516.51
Mata Roma,61083,4039.09,76546,4967.94,77590,4955.63,82914,5198.05
Matinha,69450,3181.12,82396,3730.17,92192,4136.77,101018,4486.7
Matões,88724,2868.54,100294,3203.57,104014,3228.65,114855,3529.1
Matões do Norte,42170,3056.69,46774,3274.81,49495,3354.47,54947,3586.13
Milagres do Maranhão,30739,3786.5,38910,4770.12,34558,4216.94,36730,4459.12
Mirador,83585,4090.49,91381,4458.68,104729,5099.51,114945,5586.36
Miranda do Norte,211559,8695.06,164619,6567.69,271165,10558.97,262787,9946.88
Mirinzal,41321,2907.27,48971,3421.7,52640,3655.03,57049,3933.31
Monção,94173,2966.27,111864,3478.69,122051,3848.14,146368,4548.41
Montes Altos,33120,3514.48,36587,3916.43,40147,4329.87,46946,5112.26
Morros,52783,2964.51,64737,3590.9,72326,3959.81,76340,4116.68
Nina Rodrigues,30836,2473.41,37070,2899.47,43418,3315.65,43644,3241.29
Nova Colinas,28479,5829.84,30135,6074.43,37098,7369.57,43995,8592.84
Nova Iorque,16816,3655.56,17737,3860.91,21029,4573.46,25673,5582.2
Nova Olinda do Maranhão,69626,3640.56,81971,4225.11,97700,4969.75,111561,5588.39
Olho d'Água das Cunhãs,72585,3922.44,78950,4219.42,93222,4954.42,105877,5591.92
Olinda Nova do Maranhão,39119,2981.18,47693,3554.93,51556,3778.95,61029,4387.07
Paço do Lumiar,379139,3614.94,439314,4076.63,500157,4533.66,579486,5111.1
Palmeirândia,56097,2989.3,70799,3746.78,76584,4029.28,91079,4760.31
Paraibano,70968,3530.07,79234,3907.79,84885,4152.26,93708,4540.99
Parnarama,112837,3259.96,124855,3588.73,131744,3912.91,145782,4302.51
Passagem Franca,63830,3631.64,70516,3967.61,79025,4395.87,82463,4526.96
Pastos Bons,70793,3915.78,81206,4445.24,100239,5429.78,114096,6105.62
Paulino Neves,40120,2767.31,50032,3392.25,56966,3805.08,63649,4178.09
Paulo Ramos,81350,4049.89,92401,4530.33,101500,4962.34,115058,5608.75
Pedreiras,275355,6974.37,289870,7353.57,312830,7941.66,344590,8759.94
Pedro do Rosário,62123,2732.97,75857,3284,88880,3789.56,101172,4237.74
Penalva,96013,2803.63,113028,3255.7,122760,3410.38,133466,3654.61
Peri Mirim,35091,2541.51,42865,3096.26,46634,3355.46,54639,3915.11
Peritoró,76298,3763.33,92941,4323.25,99771,4579.81,116084,5247.19
Pindaré-Mirim,111515,3580.51,134490,4285.32,162252,5133.08,178511,5601.92
Pinheiro,447939,5732,433473,5495.63,485125,6097.13,560365,6972.75
Pio XII,77614,3525.36,91714,4195.52,100380,4624.1,108046,5022.61
Pirapemas,56441,3251.58,65162,3711.86,66950,3777.8,72596,4051.81
Poção de Pedras,90880,4612.01,99822,5095.03,101758,5309.6,106172,5698.09
Porto Franco,224843,10454.89,250422,11440.01,441190,19838.59,494151,21815.85
Porto Rico do Maranhão,20577,3394.41,24085,4011.53,25843,4323.03,27167,4571.27
Presidente Dutra,279652,6253.53,288799,6395.73,331233,7269.63,385174,8366.25
Presidente Juscelino,44018,3815.37,51911,4428.52,63759,5359.22,72259,5970.31
Presidente Médici,26374,4140.39,29497,4558.33,29975,4566.58,34216,5126.69
Presidente Sarney,68991,4024.44,83532,4792.45,93373,5279.46,117931,6556.09
Presidente Vargas,32260,3006.77,36567,3372.39,39680,3619.1,46207,4160.95
